,original,perturbated_noise3_0,upsampled_perturbated_noise3_0,downsampled_perturbated_noise3_0,perturbated_noise10_0,upsampled_perturbated_noise10_0,downsampled_perturbated_noise10_0,perturbated_noise100_0,upsampled_perturbated_noise100_0,downsampled_perturbated_noise100_0,upsampled_0,downsampled_0,perturbated_noise3_1,upsampled_perturbated_noise3_1,downsampled_perturbated_noise3_1,perturbated_noise10_1,upsampled_perturbated_noise10_1,downsampled_perturbated_noise10_1,perturbated_noise100_1,upsampled_perturbated_noise100_1,downsampled_perturbated_noise100_1,upsampled_1,downsampled_1
34127,4,4,4,4,4,4,4,4,4,4,13,4,4,,,4,,,4,,,,
34128,1,1,2,2,1,2,2,1,2,2,3,3,0,7,7,0,7,7,0,7,7,12,10
34129,4,4,9,2,4,9,2,4,9,2,14,11,4,4,4,4,4,4,4,4,4,4,3
34130,1,1,,,1,,,1,,,,,0,2,2,0,2,2,0,2,2,11,9
34131,2,2,1,1,2,1,1,2,1,1,6,1,2,3,,2,3,,2,3,,2,
34132,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
34133,3,3,,,3,,,3,,,,,3,5,5,3,5,5,3,5,5,3,5
34134,5,5,2,2,5,2,2,5,2,2,3,3,5,9,9,5,9,9,5,9,9,14,12
34135,5,5,0,0,5,0,0,5,0,0,0,0,5,,,5,,,5,,,,
34136,2,2,3,,2,3,,2,3,,42,,2,1,1,2,1,1,2,1,1,0,1
34137,1,9,5,5,9,5,5,9,5,5,4,5,9,,,9,,,9,,,,
34138,5,5,8,9,5,8,9,5,8,9,14,10,5,,,5,,,5,,,,
34139,3,4,1,1,4,1,1,4,1,1,1,1,4,1,1,4,1,1,4,1,1,7,6
34140,1,1,,,1,,,1,,,,,0,9,,0,9,,0,9,,8,
34141,0,0,1,1,0,1,1,0,1,1,1,1,1,,,1,,,1,,,,
34142,1,1,,,1,,,1,,,,,0,1,1,0,1,1,0,1,1,0,1
34143,2,2,3,3,2,3,3,2,3,3,2,2,2,8,8,2,8,8,2,8,8,13,11
34144,5,5,0,0,5,0,0,5,0,0,7,0,5,7,,5,7,,5,7,,12,
34145,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
34146,5,5,5,5,5,5,5,5,5,5,4,5,5,7,7,5,7,7,5,7,7,12,10
34147,7,7,4,4,7,4,4,7,4,4,5,4,7,,,7,,,7,,,,
34148,8,8,3,4,8,3,4,8,3,4,5,4,8,1,1,8,1,1,8,1,1,7,6
34149,1,1,,,1,,,1,,,,,0,6,,0,6,,0,6,,9,
34150,4,4,0,0,4,0,0,4,0,0,7,0,4,2,,4,2,,4,2,,1,
34151,5,5,3,,5,3,,5,3,,12,,5,5,,5,5,,5,5,,3,
34152,2,2,,,2,,,2,,,,,2,1,1,2,1,1,2,1,1,6,0
34153,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
34154,2,2,6,6,2,6,6,2,6,6,8,6,2,,,2,,,2,,,,
34155,9,9,0,0,9,0,0,9,0,0,0,0,9,5,5,9,5,5,9,5,5,3,5
34156,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
34157,1,1,1,,1,1,,1,1,,6,,0,3,3,0,3,3,0,3,3,2,4
34158,5,5,1,1,5,1,1,5,1,1,1,1,5,,,5,,,5,,,,
34159,5,5,,,5,,,5,,,,,9,1,1,9,1,1,9,1,1,0,1
34160,4,4,3,3,4,3,3,4,3,3,12,2,4,8,8,4,8,8,4,8,8,13,11
34161,5,5,1,1,5,1,1,5,1,1,6,1,5,0,0,5,0,0,5,0,0,10,0
34162,2,2,0,0,2,0,0,2,0,0,15,14,2,2,2,2,2,2,2,2,2,1,2
34163,5,5,4,4,5,4,4,5,4,4,5,4,5,5,,5,5,,5,5,,3,
34164,1,1,0,0,1,0,0,1,0,0,15,14,0,8,,0,8,,0,8,,13,
34165,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
34166,1,1,3,3,1,3,3,1,3,3,2,2,0,2,,0,2,,0,2,,1,
34167,4,4,4,,4,4,,4,4,,13,,4,,,4,,,4,,,,
34168,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
34169,4,3,1,1,3,1,1,3,1,1,1,0,4,0,0,4,0,0,4,0,0,19,0
34170,2,2,3,3,2,3,3,2,3,3,14,2,2,0,,2,0,,2,0,,6,
34171,4,4,8,10,4,8,10,4,8,10,11,10,4,4,4,4,4,4,4,4,4,4,3
34172,1,1,0,0,1,0,0,1,0,0,7,0,0,,,0,,,0,,,,
34173,3,3,2,2,3,2,2,3,2,2,3,3,3,11,10,3,11,10,3,11,10,16,14
34174,5,5,,,5,,,5,,,,,5,1,,5,1,,5,1,,0,
34175,8,8,2,2,8,2,2,8,2,2,3,27,8,2,2,8,2,2,8,2,2,1,2
34176,3,3,5,5,3,5,5,3,5,5,4,5,3,6,,3,6,,3,6,,9,
34177,5,5,2,2,5,2,2,5,2,2,10,8,5,1,,5,1,,5,1,,7,
34178,5,5,6,6,5,6,6,5,6,6,18,6,5,0,0,5,0,0,5,0,0,5,0
34179,3,4,2,,4,2,,4,2,,3,,4,7,7,4,7,7,4,7,7,12,10
34180,1,1,0,0,1,0,0,1,0,0,0,0,0,,,0,,,0,,,,
34181,1,1,1,1,1,1,1,1,1,1,6,1,0,,,0,,,0,,,,
34182,2,2,0,0,2,0,0,2,0,0,0,0,2,,,2,,,2,,,,
34183,1,1,2,2,1,2,2,1,2,2,10,3,0,,,0,,,0,,,,
34184,5,5,1,,5,1,,5,1,,6,,5,2,2,5,2,2,5,2,2,1,2
34185,4,4,,,4,,,4,,,,,4,2,,4,2,,4,2,,11,
34186,2,2,4,4,2,4,4,2,4,4,5,4,2,2,2,2,2,2,2,2,2,1,2
34187,4,4,,,4,,,4,,,,,4,3,3,4,3,3,4,3,3,2,4
34188,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
34189,2,2,5,5,2,5,5,2,5,5,4,5,2,1,1,2,1,1,2,1,1,0,6
34190,8,8,3,3,8,3,3,8,3,3,2,2,8,,,8,,,8,,,,
34191,5,5,3,3,5,3,3,5,3,3,2,2,5,0,,5,0,,5,0,,5,
34192,1,1,3,,1,3,,1,3,,2,,0,,,0,,,0,,,,
34193,1,1,,,1,,,1,,,,,0,3,3,0,3,3,0,3,3,2,4
34194,1,1,0,0,1,0,0,1,0,0,7,0,0,6,,0,6,,0,6,,9,
34195,5,5,1,,5,1,,5,1,,6,,5,9,9,5,9,9,5,9,9,14,12
34196,2,2,2,2,2,2,2,2,2,2,10,8,2,0,0,2,0,0,2,0,0,5,0
34197,0,0,7,,0,7,,0,7,,9,,1,1,1,1,1,1,1,1,1,0,1
34198,1,0,7,7,0,7,7,0,7,7,9,7,0,3,3,0,3,3,0,3,3,2,4
34199,2,2,5,5,2,5,5,2,5,5,4,5,2,,,2,,,2,,,,
34200,1,1,0,,1,0,,1,0,,0,,0,,,0,,,0,,,,
34201,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
34202,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,0,2,2,0,2,2,1,2
34203,3,8,,,8,,,8,,,,,3,,,3,,,3,,,,
34204,4,4,0,0,4,0,0,4,0,0,0,0,4,5,5,4,5,5,4,5,5,3,5
34205,8,8,,,8,,,8,,,,,8,,,8,,,8,,,,
34206,0,0,,,0,,,0,,,,,1,6,6,1,6,6,1,6,6,9,8
34207,2,2,1,1,2,1,1,2,1,1,1,1,2,3,3,2,3,3,2,3,3,2,4
34208,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
34209,5,5,4,4,5,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,3,5
34210,1,1,,,1,,,1,,,,,0,9,,0,9,,0,9,,1,
34211,0,0,5,5,0,5,5,0,5,5,4,5,1,,,1,,,1,,,,
34212,5,5,0,,5,0,,5,0,,0,,5,4,4,5,4,4,5,4,4,4,4
34213,2,2,4,4,2,4,4,2,4,4,5,4,2,,,2,,,2,,,,
34214,5,5,10,,5,10,,5,10,,16,,5,,,5,,,5,,,,
34215,2,2,4,4,2,4,4,2,4,4,5,4,2,,,2,,,2,,,,
34216,1,0,,,0,,,0,,,,,1,4,4,1,4,4,1,4,4,4,3
34217,4,4,0,0,4,0,0,4,0,0,7,0,4,1,1,4,1,1,4,1,1,7,6
34218,1,1,,,1,,,1,,,,,0,3,3,0,3,3,0,3,3,2,4
34219,8,8,7,7,8,7,7,8,7,7,9,7,8,2,2,8,2,2,8,2,2,1,2
34220,2,2,2,,2,2,,2,2,,3,,2,,,2,,,2,,,,
34221,0,0,5,5,0,5,5,0,5,5,4,5,1,4,6,1,4,6,1,4,6,9,3
34222,4,4,6,6,4,6,6,4,6,6,5,4,4,,,4,,,4,,,,
34223,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
34224,2,2,,,2,,,2,,,,,2,3,3,2,3,3,2,3,3,2,4
34225,8,8,5,5,8,5,5,8,5,5,20,11,8,3,3,8,3,3,8,3,3,2,4
34226,4,4,0,4,4,0,4,4,0,4,7,0,4,1,1,4,1,1,4,1,1,7,6
34227,5,5,5,,5,5,,5,5,,4,,5,10,4,5,10,4,5,10,4,17,13
34228,0,0,,,0,,,0,,,,,1,4,4,1,4,4,1,4,4,4,4
34229,5,5,1,,5,1,,5,1,,1,,5,5,5,5,5,5,5,5,5,3,5
34230,3,3,0,,3,0,,3,0,,7,,3,9,,3,9,,3,9,,14,
34231,2,2,0,0,2,0,0,2,0,0,0,0,2,,,2,,,2,,,,
34232,5,5,,,5,,,5,,,,,5,3,3,5,3,3,5,3,3,8,7
34233,4,4,6,1,4,6,1,4,6,1,2,2,4,6,,4,6,,4,6,,9,
34234,5,5,6,,5,6,,5,6,,5,,5,8,8,5,8,8,5,8,8,13,11
34235,2,2,,,2,,,2,,,,,2,5,5,2,5,5,2,5,5,3,5
34236,5,5,0,0,5,0,0,5,0,0,5,6,5,1,,5,1,,5,1,,0,
34237,7,7,0,0,7,0,0,7,0,0,7,0,7,0,0,7,0,0,7,0,0,6,0
34238,8,8,0,0,8,0,0,8,0,0,0,0,8,,,8,,,8,,,,
34239,5,5,7,7,5,7,7,5,7,7,9,7,5,2,2,5,2,2,5,2,2,1,2
34240,2,2,2,2,2,2,2,2,2,2,3,3,2,,,2,,,2,,,,
34241,4,4,5,5,4,5,5,4,5,5,4,5,4,,,4,,,4,,,,
34242,4,4,1,1,4,1,1,4,1,1,19,13,4,,,4,,,4,,,,
34243,1,1,3,,1,3,,1,3,,17,,0,0,0,0,0,0,0,0,0,6,0
34244,4,0,,,0,,,0,,,,,4,,,4,,,4,,,,
34245,6,6,,,6,,,6,,,,,6,2,2,6,2,2,6,2,2,1,2
34246,5,5,0,0,5,0,0,5,0,0,0,1,5,,,5,,,5,,,,
34247,2,2,,,2,,,2,,,,,2,7,7,2,7,7,2,7,7,12,10
34248,1,1,,,1,,,1,,,,,0,1,1,0,1,1,0,1,1,0,1
34249,9,9,,,9,,,9,,,,,9,,,9,,,9,,,,
34250,9,9,5,5,9,5,5,9,5,5,4,5,9,1,,9,1,,9,1,,0,
34251,3,3,,,3,,,3,,,,,3,5,,3,5,,3,5,,3,
34252,2,2,4,4,2,4,4,2,4,4,5,4,2,2,,2,2,,2,2,,11,
34253,5,5,0,,5,0,,5,0,,0,,5,9,9,5,9,9,5,9,9,13,11
34254,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,0,,,,
34255,1,9,1,1,9,1,1,9,1,1,1,1,0,2,,0,2,,0,2,,11,
34256,4,4,10,,4,10,,4,10,,16,,4,1,1,4,1,1,4,1,1,21,1
34257,6,6,1,1,6,1,1,6,1,1,6,9,6,,,6,,,6,,,,
34258,5,5,3,3,5,3,3,5,3,3,2,2,5,,,5,,,5,,,,
34259,1,1,3,3,1,3,3,1,3,3,12,2,0,,,0,,,0,,,,
34260,0,0,8,8,0,8,8,0,8,8,11,10,9,2,2,9,2,2,9,2,2,1,2
34261,2,2,1,1,2,1,1,2,1,1,1,1,2,3,3,2,3,3,2,3,3,2,4
34262,5,5,,,5,,,5,,,,,5,3,3,5,3,3,5,3,3,2,4
34263,1,1,1,1,1,1,1,1,1,1,1,1,0,4,4,0,4,4,0,4,4,4,3
34264,1,1,7,7,1,7,7,1,7,7,9,7,0,,,0,,,0,,,,
34265,5,5,0,0,5,0,0,5,0,0,0,0,5,5,,5,5,,5,5,,3,
34266,2,2,11,4,2,11,4,2,11,4,13,11,2,7,7,2,7,7,2,7,7,12,10
34267,2,2,7,,2,7,,2,7,,9,,2,,,2,,,2,,,,
34268,2,2,8,8,2,8,8,2,8,8,11,10,2,1,1,2,1,1,2,1,1,0,1
34269,3,3,,,3,,,3,,,,,3,1,1,3,1,1,3,1,1,0,1
34270,1,1,2,,1,2,,1,2,,3,,0,,,0,,,0,,,,
34271,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
34272,4,4,1,1,4,1,1,4,1,1,1,1,4,,,4,,,4,,,,
34273,2,2,3,3,2,3,3,2,3,3,12,2,2,5,,2,5,,2,5,,3,
34274,5,5,5,5,5,5,5,5,5,5,4,5,2,1,1,2,1,1,2,1,1,7,6
34275,2,2,1,1,2,1,1,2,1,1,6,9,2,3,3,2,3,3,2,3,3,2,4
34276,2,2,7,,2,7,,2,7,,9,,2,,,2,,,2,,,,
34277,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
34278,4,4,0,0,4,0,0,4,0,0,7,0,4,1,1,4,1,1,4,1,1,0,1
34279,5,5,,,5,,,5,,,,,5,6,6,5,6,6,5,6,6,9,8
34280,5,5,2,,5,2,,5,2,,10,,5,2,,5,2,,5,2,,1,
34281,9,9,2,2,9,2,2,9,2,2,3,3,9,2,2,9,2,2,9,2,2,1,2
34282,2,2,,,2,,,2,,,,,2,4,4,2,4,4,2,4,4,18,3
34283,1,1,7,7,1,7,7,1,7,7,9,7,0,3,3,0,3,3,0,3,3,2,4
34284,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
34285,1,1,4,4,1,4,4,1,4,4,5,4,0,5,5,0,5,5,0,5,5,3,5
34286,5,5,3,3,5,3,3,5,3,3,2,2,5,0,,5,0,,5,0,,6,
34287,2,2,1,1,2,1,1,2,1,1,89,36,2,2,,2,2,,2,2,,1,
34288,4,4,,,4,,,4,,,,,4,2,2,4,2,2,4,2,2,1,2
34289,1,1,8,8,1,8,8,1,8,8,16,10,0,2,2,0,2,2,0,2,2,1,2
34290,4,4,3,3,4,3,3,4,3,3,2,2,4,,,4,,,4,,,,
34291,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
34292,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
34293,2,2,1,1,2,1,1,2,1,1,6,1,2,4,4,2,4,4,2,4,4,4,3
34294,1,1,3,3,1,3,3,1,3,3,17,2,0,1,1,0,1,1,0,1,1,0,1
34295,1,1,1,,1,1,,1,1,,1,,0,0,0,0,0,0,0,0,0,27,0
34296,1,1,4,4,1,4,4,1,4,4,12,4,0,0,0,0,0,0,0,0,0,15,0
34297,7,7,,,7,,,7,,,,,7,10,4,7,10,4,7,10,4,0,0
34298,5,5,,,5,,,5,,,,,5,1,,5,1,,5,1,,0,
34299,4,4,,,4,,,4,,,,,4,5,5,4,5,5,4,5,5,3,5
34300,1,1,1,,1,1,,1,1,,1,,0,,,0,,,0,,,,
34301,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
34302,3,3,2,2,3,2,2,3,2,2,10,8,3,0,,3,0,,3,0,,10,
34303,4,4,10,10,4,10,10,4,10,10,16,12,4,2,2,4,2,2,4,2,2,1,2
34304,1,1,0,0,1,0,0,1,0,0,0,0,0,,,0,,,0,,,,
34305,5,5,9,9,5,9,9,5,9,9,14,11,5,,,5,,,5,,,,
34306,9,2,,,2,,,2,,,,,9,3,,9,3,,9,3,,2,
34307,2,2,2,2,2,2,2,2,2,2,3,3,2,5,5,2,5,5,2,5,5,3,5
34308,7,7,1,,7,1,,7,1,,6,,7,3,,7,3,,7,3,,2,
34309,1,1,3,3,1,3,3,1,3,3,2,2,0,0,,0,0,,0,0,,5,
34310,2,2,0,0,2,0,0,2,0,0,7,0,2,,,2,,,2,,,,
34311,5,5,0,,5,0,,5,0,,0,,5,0,0,5,0,0,5,0,0,6,0
34312,4,4,,,4,,,4,,,,,4,0,0,4,0,0,4,0,0,5,0
34313,4,4,3,,4,3,,4,3,,2,,4,,,4,,,4,,,,
34314,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,5,1,1,5,1,1,7,1
34315,2,2,6,6,2,6,6,2,6,6,8,6,2,0,0,2,0,0,2,0,0,6,0
34316,7,7,0,,7,0,,7,0,,7,,7,0,,7,0,,7,0,,6,
34317,1,1,3,3,1,3,3,1,3,3,2,2,0,,,0,,,0,,,,
34318,9,9,3,,9,3,,9,3,,2,,2,8,8,2,8,8,2,8,8,13,11
34319,1,1,3,3,1,3,3,1,3,3,17,2,0,0,0,0,0,0,0,0,0,6,0
34320,5,5,8,,5,8,,5,8,,11,,5,1,1,5,1,1,5,1,1,0,1
34321,2,2,6,,2,6,,2,6,,8,,2,0,,2,0,,2,0,,10,
34322,1,1,5,5,1,5,5,1,5,5,4,5,0,2,,0,2,,0,2,,1,
34323,4,4,0,0,4,0,0,4,0,0,184,0,4,,,4,,,4,,,,
34324,8,8,2,2,8,2,2,8,2,2,50,3,8,7,7,8,7,7,8,7,7,12,10
34325,6,6,,,6,,,6,,,,,6,7,7,6,7,7,6,7,7,12,10
34326,5,5,8,8,5,8,8,5,8,8,11,10,5,4,4,5,4,4,5,4,4,4,3
34327,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
34328,5,5,0,,5,0,,5,0,,0,,5,3,3,5,3,3,5,3,3,8,7
34329,2,2,8,,2,8,,2,8,,11,,2,3,3,2,3,3,2,3,3,2,4
34330,4,4,2,2,4,2,2,4,2,2,3,3,4,3,,4,3,,4,3,,2,
34331,2,2,3,3,2,3,3,2,3,3,5,2,2,,,2,,,2,,,,
34332,0,0,0,,0,0,,0,0,,0,,1,7,7,1,7,7,1,7,7,12,10
34333,3,3,1,1,3,1,1,3,1,1,1,1,3,1,0,3,1,0,3,1,0,0,1
34334,1,1,,,1,,,1,,,,,0,1,1,0,1,1,0,1,1,0,1
34335,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
34336,1,1,1,,1,1,,1,1,,19,,0,2,2,0,2,2,0,2,2,1,2
34337,1,1,6,6,1,6,6,1,6,6,8,6,0,1,1,0,1,1,0,1,1,0,1
34338,8,8,3,3,8,3,3,8,3,3,2,2,8,,,8,,,8,,,,
34339,1,1,,,1,,,1,,,,,0,13,12,0,13,12,0,13,12,16,12
34340,2,2,,,2,,,2,,,,,2,8,8,2,8,8,2,8,8,13,11
34341,0,0,3,3,0,3,3,0,3,3,2,2,1,0,0,1,0,0,1,0,0,6,0
34342,4,4,1,1,4,1,1,4,1,1,6,9,4,,,4,,,4,,,,
34343,2,2,3,,2,3,,2,3,,2,,2,1,1,2,1,1,2,1,1,0,1
34344,8,8,3,3,8,3,3,8,3,3,2,2,8,,,8,,,8,,,,
34345,1,1,4,,1,4,,1,4,,5,,0,4,,0,4,,0,4,,2,
34346,5,5,3,,5,3,,5,3,,2,,5,1,1,5,1,1,5,1,1,0,1
34347,5,5,,,5,,,5,,,,,5,1,,5,1,,5,1,,7,
34348,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
34349,1,1,3,3,1,3,3,1,3,3,2,2,0,4,4,0,4,4,0,4,4,4,3
34350,7,7,0,0,7,0,0,7,0,0,0,0,7,,,7,,,7,,,,
34351,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
34352,1,1,,,1,,,1,,,,,0,1,,0,1,,0,1,,7,
34353,2,2,,,2,,,2,,,,,2,1,1,2,1,1,2,1,1,0,1
34354,1,1,1,,1,1,,1,1,,1,,0,2,2,0,2,2,0,2,2,1,2
34355,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
34356,5,5,5,5,5,5,5,5,5,5,4,5,5,6,6,5,6,6,5,6,6,9,8
34357,4,4,,,4,,,4,,,,,3,5,,3,5,,3,5,,3,
34358,5,5,,,5,,,5,,,,,5,6,6,5,6,6,5,6,6,9,8
34359,4,4,,,4,,,4,,,,,4,9,9,4,9,9,4,9,9,14,12
34360,5,5,2,2,5,2,2,5,2,2,14,11,5,0,0,5,0,0,5,0,0,5,0
34361,2,2,5,5,2,5,5,2,5,5,4,5,2,5,5,2,5,5,2,5,5,3,5
34362,2,2,0,,2,0,,2,0,,0,,2,8,8,2,8,8,2,8,8,13,11
34363,9,9,5,5,9,5,5,9,5,5,4,5,1,5,,1,5,,1,5,,3,
34364,1,1,3,3,1,3,3,1,3,3,2,2,0,3,3,0,3,3,0,3,3,8,7
34365,1,1,8,,1,8,,1,8,,11,,0,,,0,,,0,,,,
34366,1,1,2,2,1,2,2,1,2,2,3,3,0,2,2,0,2,2,0,2,2,1,2
34367,3,3,2,2,3,2,2,3,2,2,3,3,3,1,1,3,1,1,3,1,1,0,1
34368,0,0,1,1,0,1,1,0,1,1,6,1,1,3,,1,3,,1,3,,2,
34369,2,2,1,1,2,1,1,2,1,1,1,1,2,0,0,2,0,0,2,0,0,6,0
34370,5,9,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,9,0,0,10,0
34371,1,1,,,1,,,1,,,,,0,3,,0,3,,0,3,,2,
34372,5,5,3,3,5,3,3,5,3,3,2,4,5,4,4,5,4,4,5,4,4,4,3
34373,0,1,,,1,,,1,,,,,0,1,,0,1,,0,1,,0,
34374,5,5,3,,5,3,,5,3,,2,,5,4,4,5,4,4,5,4,4,4,3
34375,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
34376,1,1,5,5,1,5,5,1,5,5,4,5,0,,,0,,,0,,,,
34377,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,58,27
34378,5,5,,,5,,,5,,,,,5,3,3,5,3,3,5,3,3,2,4
34379,2,2,10,10,2,10,10,2,10,10,16,12,2,,,2,,,2,,,,
34380,1,1,1,,1,1,,1,1,,6,,0,0,0,0,0,0,0,0,0,6,0
34381,5,5,0,11,5,0,11,5,0,11,15,14,5,4,4,5,4,4,5,4,4,4,3
34382,4,4,0,,4,0,,4,0,,9,,7,,,7,,,7,,,,
34383,1,1,3,3,1,3,3,1,3,3,2,2,0,1,1,0,1,1,0,1,1,50,1
34384,1,1,5,5,1,5,5,1,5,5,4,5,0,3,3,0,3,3,0,3,3,2,4
34385,1,1,,,1,,,1,,,,,0,1,1,0,1,1,0,1,1,7,6
34386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10,0
34387,3,3,0,0,3,0,0,3,0,0,7,0,3,0,0,3,0,0,3,0,0,5,0
34388,5,5,,,5,,,5,,,,,5,0,0,5,0,0,5,0,0,6,0
34389,7,7,1,1,7,1,1,7,1,1,1,1,7,0,,7,0,,7,0,,5,
34390,1,1,3,3,1,3,3,1,3,3,2,2,0,0,,0,0,,0,0,,6,
34391,4,4,1,1,4,1,1,4,1,1,1,1,4,,,4,,,4,,,,
34392,6,6,,,6,,,6,,,,,6,1,,6,1,,6,1,,0,
34393,2,2,5,5,2,5,5,2,5,5,4,5,2,6,6,2,6,6,2,6,6,9,8
34394,0,0,,,0,,,0,,,,,1,3,,1,3,,1,3,,2,
34395,1,1,8,8,1,8,8,1,8,8,11,10,0,0,0,0,0,0,0,0,0,5,1
34396,8,8,9,,8,9,,8,9,,17,,8,3,3,8,3,3,8,3,3,44,4
34397,3,3,3,3,3,3,3,3,3,3,5,4,3,1,1,3,1,1,3,1,1,0,1
34398,3,3,,,3,,,3,,,,,3,4,4,3,4,4,3,4,4,18,3
34399,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
34400,5,5,0,0,5,0,0,5,0,0,7,0,5,,,5,,,5,,,,
34401,7,7,8,8,7,8,8,7,8,8,11,10,7,8,,7,8,,7,8,,13,
34402,2,2,,,2,,,2,,,,,2,0,0,2,0,0,2,0,0,5,0
34403,1,1,,,1,,,1,,,,,0,1,1,0,1,1,0,1,1,158,66
34404,9,9,1,1,9,1,1,9,1,1,1,1,9,3,3,9,3,3,9,3,3,2,4
34405,4,4,2,2,4,2,2,4,2,2,3,3,4,1,,4,1,,4,1,,7,
34406,2,2,5,5,2,5,5,2,5,5,4,5,2,,,2,,,2,,,,
34407,4,4,1,,4,1,,4,1,,1,,4,2,2,4,2,2,4,2,2,1,2
34408,8,8,,,8,,,8,,,,,8,1,1,8,1,1,8,1,1,6,0
34409,5,5,1,1,5,1,1,5,1,1,6,1,5,2,2,5,2,2,5,2,2,1,2
34410,2,2,5,5,2,5,5,2,5,5,4,5,2,,,2,,,2,,,,
34411,8,8,9,2,8,9,2,8,9,2,3,3,8,3,3,8,3,3,8,3,3,2,4
34412,5,5,5,5,5,5,5,5,5,5,4,5,5,,,5,,,5,,,,
34413,6,6,,,6,,,6,,,,,6,3,3,6,3,3,6,3,3,2,4
34414,5,5,,,5,,,5,,,,,5,0,0,5,0,0,5,0,0,5,0
34415,1,6,1,1,6,1,1,6,1,1,1,1,6,0,0,6,0,0,6,0,0,5,0
34416,1,1,8,8,1,8,8,1,8,8,11,10,0,0,0,0,0,0,0,0,0,5,1
34417,4,4,0,,4,0,,4,0,,0,,4,0,,4,0,,4,0,,10,
34418,2,2,0,,2,0,,2,0,,0,,2,,,2,,,2,,,,
34419,4,4,2,2,4,2,2,4,2,2,3,3,4,,,4,,,4,,,,
34420,4,4,0,0,4,0,0,4,0,0,0,0,4,,,4,,,4,,,,
34421,4,4,3,3,4,3,3,4,3,3,2,2,4,0,0,4,0,0,4,0,0,10,0
34422,3,3,,,3,,,3,,,,,3,0,0,3,0,0,3,0,0,6,0
34423,5,5,0,1,5,0,1,5,0,1,7,0,5,,,5,,,5,,,,
34424,8,8,4,,8,4,,8,4,,5,,8,9,9,8,9,9,8,9,9,7,6
34425,1,1,3,3,1,3,3,1,3,3,2,2,0,,,0,,,0,,,,
34426,8,8,0,0,8,0,0,8,0,0,6,9,8,10,4,8,10,4,8,10,4,17,13
34427,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
34428,1,1,5,5,1,5,5,1,5,5,4,5,0,,,0,,,0,,,,
34429,2,2,0,0,2,0,0,2,0,0,0,0,2,4,4,2,4,4,2,4,4,4,3
34430,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
34431,5,5,0,0,5,0,0,5,0,0,0,0,5,,,5,,,5,,,,
34432,5,5,2,2,5,2,2,5,2,2,3,3,5,5,5,5,5,5,5,5,5,67,5
34433,1,1,,,1,,,1,,,,,0,0,0,0,0,0,0,0,0,5,0
34434,4,4,1,,4,1,,4,1,,1,,4,11,10,4,11,10,4,11,10,16,14
34435,4,4,,,4,,,4,,,,,4,5,5,4,5,5,4,5,5,3,5
34436,5,5,4,4,5,4,4,5,4,4,5,4,5,,,5,,,5,,,,
34437,5,5,1,1,5,1,1,5,1,1,6,9,5,,,5,,,5,,,,
34438,1,1,3,3,1,3,3,1,3,3,2,2,0,,,0,,,0,,,,
34439,8,8,,,8,,,8,,,,,8,,,8,,,8,,,,
34440,5,5,6,,5,6,,5,6,,8,,5,,,5,,,5,,,,
34441,5,5,1,1,5,1,1,5,1,1,1,1,5,6,,5,6,,5,6,,4,
34442,1,1,,,1,,,1,,,,,0,0,0,0,0,0,0,0,0,5,0
34443,3,4,,,4,,,4,,,,,4,,,4,,,4,,,,
34444,0,0,1,,0,1,,0,1,,1,,1,,,1,,,1,,,,
34445,2,2,8,8,2,8,8,2,8,8,11,10,2,,,2,,,2,,,,
34446,2,2,0,0,2,0,0,2,0,0,0,0,2,3,3,2,3,3,2,3,3,2,4
